recordingID	SpeakerID	gross duration	net duration	in/out	languageID	nativeness	sex	filename	recordingID other line	lawaai	ruis	muziek_hoorbaar	achtergrondspreker	auto	galm	beller_welke_emotie	beller_fluistert	beller_stemverheffing	beller_leeftijd	beller_formeel	beller_regionaal_accent	beller_spontaniteit	annotatorID	Transcribed
3253	114855	90	52.16	2	9	goed	M	114855_3253.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ddd	TRUE
3254	114855	110	49.704	2	9	goed	M	114855_3254.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ddd	TRUE
3255	114855	151	105.304	2	9	goed	M	114855_3255.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ddd	TRUE
3256	114855	66	38.432	2	9	goed	M	114855_3256.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ddd	TRUE
3257	114856	153	57.08	2	4	moedertaal	M	114856_3257.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	kort	volwassene	nee	ja	dialoog	ccc	TRUE
3258	114856	135	33.904	2	4	moedertaal	M	114856_3258.wav	None	ja	zwak	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3259	114856	68	33.256	1	4	moedertaal	M	114856_3259.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3260	114856	66	21.04	1	4	moedertaal	M	114856_3260.wav	None	nee	zwak	nee	nee	nee	ja	nee	kort	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3261	114857	179	57.504	2	4	moedertaal	F	114857_3261.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3262	114857	96	36.968	2	4	moedertaal	F	114857_3262.wav	None	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3263	114857	83	23.296	2	4	moedertaal	F	114857_3263.wav	None	nee	zwak	kort	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3264	114857	111	31.392	2	4	moedertaal	F	114857_3264.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3265	114857	84	21.864	1	4	moedertaal	F	114857_3265.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3266	118463	118	33.016	2	4	moedertaal	M	118463_3266.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3267	118463	132	65.488	1	4	moedertaal	M	118463_3267.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3268	118463	93	22.12	1	4	moedertaal	M	118463_3268.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3269	118463	118	60.952	1	4	moedertaal	M	118463_3269.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3270	118463	198	81.784	1	4	moedertaal	M	118463_3270.wav	None	nee	zwak	nee	nee	nee	nee	nee	kort	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3271	118463	91	30.696	1	4	moedertaal	M	118463_3271.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3272	118463	91	26.88	1	4	moedertaal	M	118463_3272.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3273	126203	121	51.04	2	5	moedertaal	M	126203_3273.wav	3279	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
3274	126203	45	13.355	2	5	moedertaal	M	126203_3274.wav	3280	ja	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
3275	126203	58	17.288	2	5	moedertaal	M	126203_3275.wav	3281	ja	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
3276	126203	39	9.84	2	5	moedertaal	M	126203_3276.wav	3282	ja	nee	nee	ja	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
3277	126203	32	8.6435	1	5	moedertaal	M	126203_3277.wav	3283	nee	nee	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
3278	126203	42	12.032	2	5	moedertaal	M	126203_3278.wav	3284	nee	nee	nee	nee	nee	ja	kort	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
3279	126349	121	29.448	2	5	moedertaal	M	126349_3279.wav	3273	ja	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
3280	126349	45	9.824	2	5	moedertaal	M	126349_3280.wav	3274	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
3281	126349	58	16.416	2	5	moedertaal	M	126349_3281.wav	3275	ja	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
3282	126349	39	9.744	2	5	moedertaal	M	126349_3282.wav	3276	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
3283	126349	32	15.88	1	5	moedertaal	M	126349_3283.wav	3277	ja	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
3284	126349	42	8.408	2	5	moedertaal	M	126349_3284.wav	3278	ja	nee	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	aaa	FALSE
3285	139717	194	125.344	2	4	moedertaal	F	139717_3285.wav	None	nee	zwak	nee	nee	ja	nee	langdurig	nee	nee	volwassene	nee	nee	dialoog	ddd	TRUE
3286	139717	153	51.808	2	4	moedertaal	F	139717_3286.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ddd	TRUE
3287	139717	135	64.76	1	4	moedertaal	F	139717_3287.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ddd	TRUE
3288	139717	172	48.92	2	4	moedertaal	F	139717_3288.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ddd	TRUE
3289	139717	91	33.752	2	4	moedertaal	F	139717_3289.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ddd	TRUE
3290	143249	71	30.176	2	4	moedertaal	M	143249_3290.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3291	143249	71	32.672	2	4	moedertaal	M	143249_3291.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3292	143249	85	32.272	1	4	moedertaal	M	143249_3292.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3293	143249	128	83.664	2	4	moedertaal	M	143249_3293.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3294	143249	69	33.816	2	4	moedertaal	M	143249_3294.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3295	146265	153	53.152	2	4	moedertaal	M	146265_3295.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3296	146265	108	62.576	2	4	moedertaal	M	146265_3296.wav	None	nee	matig	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3297	146265	158	98.04	1	4	moedertaal	M	146265_3297.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3298	146265	366	141.904	1	4	moedertaal	M	146265_3298.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3299	146265	351	97.624	1	4	moedertaal	M	146265_3299.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3300	148390	75	27.216	1	4	moedertaal	M	148390_3300.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3301	148390	143	68.896	2	4	moedertaal	M	148390_3301.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3302	148390	105	63.408	1	4	moedertaal	M	148390_3302.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3303	148390	98	55.216	1	4	moedertaal	M	148390_3303.wav	None	nee	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3304	148390	178	105.776	1	4	moedertaal	M	148390_3304.wav	None	nee	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3305	148391	114	36.968	2	4	moedertaal	M	148391_3305.wav	3523	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3306	148391	125	64.664	1	4	moedertaal	M	148391_3306.wav	3525	ja	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3307	148391	87	35.928	2	4	moedertaal	M	148391_3307.wav	3531	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3308	148391	67	7.576	2	4	moedertaal	M	148391_3308.wav	3532	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3309	148393	104	39.904	1	4	moedertaal	M	148393_3309.wav	2786	nee	zwak	nee	nee	nee	nee	nee	nee	kort	volwassene	nee	ja	dialoog	ccc	TRUE
3310	148394	92	30.584	1	9	goed	M	148394_3310.wav	2787	nee	zwak	nee	nee	nee	nee	nee	nee	kort	volwassene	nee	ja	dialoog	ccc	TRUE
3311	148395	68	33.616	1	4	moedertaal	F	148395_3311.wav	None	ja	zwak	kort	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3312	148395	91	31.872	1	4	moedertaal	F	148395_3312.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3313	148396	331	158.848	1	4	moedertaal	M	148396_3313.wav	None	ja	zwak	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3314	148396	244	117.792	2	4	moedertaal	M	148396_3314.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3315	148396	228	112.616	1	4	moedertaal	M	148396_3315.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3316	148396	67	22.016	2	4	moedertaal	M	148396_3316.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3317	148396	95	38.952	1	4	moedertaal	M	148396_3317.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3318	148397	153	59.368	2	4	moedertaal	M	148397_3318.wav	None	ja	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3319	148397	71	30.56	1	4	moedertaal	M	148397_3319.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3320	148397	84	33.488	2	4	moedertaal	M	148397_3320.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3321	148397	75	27.984	2	4	moedertaal	M	148397_3321.wav	None	nee	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3322	148397	80	18.256	2	4	moedertaal	M	148397_3322.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3323	148398	67	28.872	1	9	goed	M	148398_3323.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3324	148398	167	88.792	1	9	goed	M	148398_3324.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3325	148398	122	22.792	1	9	goed	M	148398_3325.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3326	148398	76	14.008	2	9	goed	M	148398_3326.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	kort	volwassene	nee	ja	dialoog	ccc	TRUE
3327	148398	97	26.272	1	9	goed	M	148398_3327.wav	None	ja	zwak	kort	ja	ja	nee	nee	nee	kort	volwassene	nee	ja	dialoog	ccc	TRUE
3328	148398	187	61.376	1	9	goed	M	148398_3328.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	langdurig	volwassene	nee	ja	dialoog	ccc	TRUE
3329	148399	105	30.392	1	4	moedertaal	M	148399_3329.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3330	148399	81	23.536	1	4	moedertaal	M	148399_3330.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3331	148399	72	16.384	2	4	moedertaal	M	148399_3331.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3332	148399	69	28.856	1	4	moedertaal	M	148399_3332.wav	None	ja	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ddd	TRUE
3333	148399	73	17.456	1	4	moedertaal	M	148399_3333.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3334	148400	64	17.52	2	4	moedertaal	M	148400_3334.wav	None	nee	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3335	148400	83	22.136	2	4	moedertaal	M	148400_3335.wav	None	ja	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3336	148400	94	21.128	2	4	moedertaal	M	148400_3336.wav	None	nee	zwak	nee	ja	nee	nee	kort	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3337	148400	112	26.384	2	4	moedertaal	M	148400_3337.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3338	148400	78	13.312	1	4	moedertaal	M	148400_3338.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	ja	ja	monoloog	ddd	TRUE
3339	148400	119	36.904	2	4	moedertaal	M	148400_3339.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ddd	TRUE
3340	148401	138	44.552	1	16	goed	M	148401_3340.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
3341	148401	125	56.112	2	16	goed	M	148401_3341.wav	None	ja	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
3342	148401	116	56.856	1	16	goed	M	148401_3342.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
3343	148401	72	23.976	1	16	goed	M	148401_3343.wav	None	ja	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
3344	148401	263	125.12	2	16	goed	M	148401_3344.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
3345	148402	69	23.904	2	4	moedertaal	M	148402_3345.wav	None	ja	zwak	langdurig	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3346	148402	141	58.912	1	4	moedertaal	M	148402_3346.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3347	148402	67	39.688	1	4	moedertaal	M	148402_3347.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3348	148402	105	26.088	2	4	moedertaal	M	148402_3348.wav	None	nee	zwak	nee	nee	nee	nee	nee	kort	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3349	148402	82	27.648	1	4	moedertaal	M	148402_3349.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3350	148403	109	29.848	1	4	moedertaal	F	148403_3350.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3351	148403	132	20.52	2	4	moedertaal	F	148403_3351.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3352	148403	74	10.016	2	4	moedertaal	F	148403_3352.wav	None	nee	nee	kort	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3353	148403	68	10.664	2	4	moedertaal	F	148403_3353.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	kort	volwassene	nee	ja	dialoog	ccc	TRUE
3354	148403	69	11.816	2	4	moedertaal	F	148403_3354.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3355	148404	69	22.032	1	4	moedertaal	M	148404_3355.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3356	148404	64	17.432	1	4	moedertaal	M	148404_3356.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3357	148404	265	124.072	1	4	moedertaal	M	148404_3357.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3358	148404	149	73.84	1	4	moedertaal	M	148404_3358.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3359	148404	93	23.864	2	4	moedertaal	M	148404_3359.wav	None	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3360	148404	72	17.512	1	4	moedertaal	M	148404_3360.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3361	148405	178	79.824	1	7	goed	M	148405_3361.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	ja	ja	dialoog	ccc	TRUE
3362	148405	73	23.536	1	7	goed	M	148405_3362.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3363	148405	77	13.696	2	7	goed	M	148405_3363.wav	None	nee	nee	nee	nee	nee	ja	kort	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3364	148405	156	31.224	1	7	goed	M	148405_3364.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3365	148405	71	18.496	1	7	goed	M	148405_3365.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3366	148405	87	33.168	1	7	goed	M	148405_3366.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3367	148406	111	46.04	1	4	moedertaal	F	148406_3367.wav	2734	ja	zwak	nee	ja	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3368	148406	122	56.704	1	4	moedertaal	F	148406_3368.wav	2735	ja	zwak	nee	ja	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3369	148406	154	42.472	2	4	moedertaal	F	148406_3369.wav	2738	ja	zwak	nee	ja	nee	nee	nee	kort	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3370	148406	76	14.944	1	4	moedertaal	F	148406_3370.wav	2740	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3371	148406	291	112.928	1	4	moedertaal	F	148406_3371.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3372	148407	63	27.656	2	4	moedertaal	M	148407_3372.wav	None	nee	zwak	kort	nee	ja	nee	kort	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3373	148407	90	22.712	2	4	moedertaal	M	148407_3373.wav	None	ja	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3374	148407	73	20.136	2	4	moedertaal	M	148407_3374.wav	None	ja	zwak	kort	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3375	148407	92	28.456	2	4	moedertaal	M	148407_3375.wav	None	ja	zwak	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	TRUE
3376	148407	98	36.528	1	4	moedertaal	M	148407_3376.wav	None	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3377	148408	119	67.208	1	4	moedertaal	M	148408_3377.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3378	148408	89	50.376	1	4	moedertaal	M	148408_3378.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3379	148408	222	110.168	1	4	moedertaal	M	148408_3379.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3380	148408	94	29.896	2	4	moedertaal	M	148408_3380.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3381	148408	128	49.92	2	4	moedertaal	M	148408_3381.wav	None	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3382	148410	75	15.024	2	4	moedertaal	M	148410_3382.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3383	148410	94	20.088	2	4	moedertaal	M	148410_3383.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3384	148411	330	65.32	2	7	goed	F	148411_3384.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3385	148411	79	10.04	2	7	goed	F	148411_3385.wav	None	nee	nee	nee	nee	nee	nee	nee	kort	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3386	148411	64	10.904	2	7	goed	F	148411_3386.wav	None	nee	zwak	nee	nee	nee	nee	nee	kort	nee	volwassene	nee	ja	monoloog	ccc	FALSE
3387	148411	105	27.648	1	7	goed	F	148411_3387.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3388	148411	85	24.12	2	7	goed	F	148411_3388.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3389	148411	142	18.056	1	7	goed	F	148411_3389.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3390	148411	260	71.68	1	7	goed	F	148411_3390.wav	None	ja	zwak	kort	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3391	148411	107	18.488	2	7	goed	F	148411_3391.wav	2904	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3392	148411	99	39.144	2	7	goed	F	148411_3392.wav	None	nee	zwak	nee	nee	ja	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3393	148411	71	10.904	1	7	goed	F	148411_3393.wav	None	nee	matig	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3394	148411	122	26.776	1	7	goed	F	148411_3394.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3395	148412	65	6.504	2	9	goed	F	148412_3395.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3396	148412	66	15.592	2	9	goed	F	148412_3396.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3397	148412	98	66.08	1	9	goed	F	148412_3397.wav	None	nee	zwak	kort	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3398	148412	94	35.496	2	9	goed	F	148412_3398.wav	None	nee	zwak	nee	nee	ja	nee	kort	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3399	148412	70	11.616	1	9	goed	F	148412_3399.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3400	148412	109	58	2	9	goed	F	148412_3400.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3401	148412	91	19.552	2	9	goed	F	148412_3401.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3402	148412	158	27.816	2	9	goed	F	148412_3402.wav	None	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3403	148412	105	34.416	2	9	goed	F	148412_3403.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3404	148412	258	46.8	2	9	goed	F	148412_3404.wav	None	ja	zwak	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3405	148412	312	98.848	2	9	goed	F	148412_3405.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3406	148412	126	48.68	1	9	goed	F	148412_3406.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3407	148412	475	165.088	1	9	goed	F	148412_3407.wav	None	ja	zwak	kort	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3408	148412	322	158.504	2	9	goed	F	148412_3408.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3409	148412	118	57.952	2	9	goed	F	148412_3409.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
3410	148412	122	29.872	2	9	goed	F	148412_3410.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
